FID,Presubmission_ID,Project_Name,Date_Received,Meeting_Date,Meeting_Time,Meeting_Location_Place,Meeting_Location_Address,Meeting_Location_City,Meeting_Location_Zip,Proposed_Units,Proposed_Acres,Sign_Code,Sign_Year,locationDescription,TaxMap_Parcel,Zoning,Coordinates,geom
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44ed,1462,Constellation Solar Farm,2015-02-18,2015-03-26,6:00 pm,West Friendship Fire Station,12535 Old Frederick Road,Sykesville,21784,0,37.239,N04,15,NW QUADRANT RT 32 & OLD FREDERICK RD,[TaxMap 9 Parcel 21],RC-DEO,"(39.3223,-76.9511)",POINT (1326169.9342101067 602936.6600766815)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44ec,1465,Constellation Solar Farm,2015-02-19,2015-03-26,6:00 p.m.,West Friendship Fire Station,12535 Old Frederick Road,Sykesville,21784,0,37.239,C14,15,NW QUADRANT RT 32 & OLD FREDERICK RD,[TaxMap 9 Parcel 21],RC-DEO,"(39.3223,-76.9511)",POINT (1326169.9342101067 602936.6600766815)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44eb,1467,"Downtown Columbia - Crescent, Parcel A",2015-02-24,2015-03-26,6:30 pm,Oakland Manor Ballroom,5430 Vantage Point Road,Columbia,21044,0,4.1,T01,15,LITTLE PATUXENT PKWY AT BROKEN LAND PKWY,"[TaxMap 36 Parcel 307],[TaxMap 36 Parcel 338],[TaxMap 36 Parcel 399],[TaxMap 36 Parcel 452],[TaxMap 36 Parcel 519],[TaxMap 36 Parcel 527]",NT,"(39.2058,-76.8619)",POINT (1351449.7356568985 560575.1980161704)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44ea,1469,BRS Electric,2015-02-25,2015-03-25,6:30 pm,Lisbon Elementary School,15901 Frederick Road,Woodbine,21797,0,0.539,N05,15,SOUTH AVE WAY AT CHURCH ALY,"[TaxMap 7 Parcel 235],[TaxMap 7 Parcel 304]","B-1,B-2","(39.3349,-77.0699)",POINT (1292488.8427656218 607521.7250878252)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e9,1456,Scott Streit,2015-01-26,2015-03-24,6:00 p.m.,Glenwood Library,2350 Route 97,Cooksville,21723,,,C12,15,FREDERICK RD E OF BAHNER CT,[TaxMap 7 Parcel 467],RC-DEO,"(39.3384,-77.089)",POINT (1287096.7091594785 608776.8012875915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e8,1466,"Winters Lane, Par. 740 & 815 ",2015-02-23,2015-03-17,6:00 pm,Elkridge Volunteer Fire Dept.,6275 Old Washington Road,Elkridge,21075,3,0.93,R36,15,WINTERS LANE,"[TaxMap 38 Parcel 740],[TaxMap 38 Parcel 815]",R-12,"(39.1966,-76.7244)",POINT (1390415.1680675857 557232.2138281167)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e7,1457,Kindler Overlook III,2015-02-04,2015-03-12,6:00 pm,East Columbia Branch Library,6600 Cradlerock Way,Columbia,21045,8,5.18,R33,15,E. SIDE OF US 29,[TaxMap 41 Parcel 245],R-20,"(39.1642,-76.8846)",POINT (1345004.5108031482 545460.4190105349)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e6,1461,Robert's Crossing,2015-02-12,2015-03-11,6:00 pm,Elkridge Senior Center,6540 Washington Blvd.,Elkridge,21075,18,5.77,R35,15,E SIDE HANOVER RD S OF SKIPTON DR,[TaxMap 38 Parcel 273],R-12,"(39.1929,-76.7226)",POINT (1390930.211015705 555890.9964791536)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e5,1449,Friendship PInes,2015-01-28,2015-03-11,6:00 pm,Circle D Farm,15535 Carrs Mill Road,Woodbine,21797,2,7.739,R32,15,FREDERICK RD AT MCKENDREE RT,[TaxMap 15 Parcel 51],RC-DEO,"(39.3141,-76.9979)",POINT (1312916.0566779338 599959.195128832)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e4,1458,Roxbury,2015-02-04,2015-03-04,6:00 p.m.,Glenwood Library,2350 Route 97,Glenwood,21723,,,M01,15,RT 97 SOUTH OF MCKENDREE RD,[TaxMap 14 Parcel 217],RR-DEO,"(39.3007,-77.0168)",POINT (1307555.025477875 595076.8703575823)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e3,1459,Roxbury,2015-02-05,2015-03-04,6:00 pm,Glenwood Branch Library,2350 Route 97,Cooksville,21723,1,11.06,R34,15,RT 97 SOUTH OF MCKENDREE RD,[TaxMap 14 Parcel 217],RR-DEO,"(39.3007,-77.0168)",POINT (1307555.025477875 595076.8703575823)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e2,1460,Hickory Overlook,2015-02-05,2015-03-02,6:00 p.m.,Abiding Savior Lutheran Church,10689 Owen Brown Road,Columbia,21044,,,C13,15,S SIDE OWEN BROWN RD E OF CEDAR LN,[TaxMap 35 Parcel 238],R-SC,"(39.1966,-76.8829)",POINT (1345491.253794048 557226.0895654429)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e1,1446,Pass Property,2015-01-22,2015-02-24,7:00 pm,East Columbia Branch Library,6600 Cradlerock Way,Columbia,21045,4,10.144,R31,15,HARRIET TUBMAN LN,[TaxMap 35 Parcel 117],R-20,"(39.1875,-76.8883)",POINT (1343955.3258843645 553919.6341064665)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44e0,1447,7410 Grace Drive,2015-01-22,2015-02-24,6:00 pm,East Columbia Branch LIbrary,6600 Cradlerock Way,Columbia,21045,0,3.8387,N03,15,N SIDE OF GRACE DRIVE WEST OF CEDAR LANE,[TaxMap 35 Parcel 86],POR,"(39.1871,-76.897)",POINT (1341492.8312585726 553783.2791442946)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44df,1448,"Harwood Park, Lots 450-451",2015-01-23,2015-02-23,6:00 pm,Elkridge Volunteer Fire Department,6275 Old Washington Blvd.,Elkridge,21075,2,0.41,R30,15,BEECHFIELD AVE,[TaxMap 38 Parcel 873],R-12,"(39.1928,-76.7374)",POINT (1386726.6224273033 555858.011970086)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44de,1445,Happy Hills Farm,2015-01-14,2015-02-09,6:30 pm,Glenwood Branch LIbrary,2350 Route 97,Cooksville,21723,2,59.07,R29,15,ROUTE 32 AT DAY RD,,RR-DEO,"(39.3504,-76.959)",POINT (1323929.5450822972 613166.8345185537)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44dd,1444,Mt. Gregory United Methodist Church,2015-01-09,2015-02-03,6:00 P.M.,Mt. Gregory U.M.C.,2333 Route 97,Cooksville,21723,,,C11,15,"EAST SIDE OF RT 97, ABOUT 100' S OF ITS INTERSECTION WITH MILLERS MILL RD","[TaxMap 14 Parcel 130],[TaxMap 14 Parcel 193]",RC-DEO,"(39.3078,-77.0203)",POINT (1306551.4490123503 597658.0146561917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44dc,1443,"CRESTLEIGH, LOT 16",2015-01-08,2015-02-02,6:00 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21043,2,1.04,R28,15,TERMINUS OF CLUB COURT,[TaxMap 24 Parcel 696],R-20,"(39.2556,-76.8288)",POINT (1360825.0725314505 578696.0914695002)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44db,1442,Jagannath Temple Project,2014-12-23,2015-01-20,6:00 P.M.,Glenwood Library Meeting Room,2350 Route 97,Glenwood,21723,,,C10,15,MILLERS MILL RD,[TaxMap 14 Parcel 20],RC-DEO,"(39.3153,-77.0282)",POINT (1304315.224984564 600409.3310592901)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44da,1439,Allison Property,2014-12-04,2015-01-07,6:00 p.m.,St. Mark's Episcopal Church,12700 Hall Shop Road,Highland,20777,,,C08,15,SW SIDE HIGHLAND RD OPPOSITE ISLE OF SKYE DR,[TaxMap 34 Parcel 289],RR-DEO,"(39.1865,-76.9745)",POINT (1319548.0925691426 553545.8007669747)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d9,1441,VAN STONE PROPERTY,2014-12-10,2015-01-06,7:00 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,2,1,R27,15,W SIDE ST. JOHNS LN S OF CRESTLEIGH RD,[TaxMap 24 Parcel 953],R-20,"(39.2595,-76.825)",POINT (1361904.1060763486 580091.1379195713)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d8,1440,Our Lady of Perpetual Help,2014-12-04,2014-12-30,6:00 p.m.,"Harrison Hall, lower level",4801 Ilchester Road,Ellicott City,21043,,,C09,15,E SIDE OF ILCHESTER RD OPPOSITE BEECHWOOD RD,[TaxMap 31 Parcel 260],R-ED,"(39.2385,-76.767)",POINT (1378346.9743983522 572475.9102081899)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d7,1438,COTTAGE GROVE,2014-11-05,2014-12-10,7:00 PM,EAST COLUMBIA BRANCH LIBRARY,6600 CRADLEROCK WAY,COLUMBIA,21045,4,2.35,R26,15,GUILFORD RD N OF CARROLL HEIGHTS,[TaxMap 42 Parcel 101],R-12,"(39.1524,-76.8196)",POINT (1363425.93047712 541164.5093043763)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d6,1437,JUSTICE PLACE,2014-11-05,2014-12-10,6:00 PM,EAST COLUMBIA BRANCH LIBRARY,6600 CRADLEROCK WAY,COLUMBIA,21045,3,1.47,R25,15,SHAKER DR,[TaxMap 36 Parcel 346],R-20,"(39.192,-76.8654)",POINT (1350463.1395363025 555558.6827984303)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d5,1436,Mt. Pisgah A.M.E. Church,2014-11-04,2014-12-09,6:00 p.m.,Mt. Pisgah AME Church,5901 Cedar Fern Court,Columbia,21044,,,C07,15,"WEST SIDE OF CEDAR LANE, APPROX. 50' SOUTH OF CEDAR FERN CT.",[TaxMap 35 Parcel 37],R-20,"(39.2074,-76.8876)",POINT (1344162.2592723519 561147.4542561918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d4,1434,BRIGHTON ESTATES,2014-10-27,2014-11-21,6:00 PM,FIFTH DISTRICT VOLUNTEER FIRE DEPT,5000 SIGNAL BELL LANE,CLARKSVILLE,21029,3,10.48,R23,15,BRIGHTON DAM RD,"[TaxMap 34 Parcel 308],[TaxMap 34 Parcel 432]",RR-DEO,"(39.207,-76.9683)",POINT (1321288.3785361275 561010.9676084239)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d3,1435,GUILFORD LANDING,2014-10-28,2014-11-20,7:00 PM,SAVAGE VOLUNTEER FIRE CO,8521 CORRIDOR ROAD,SAVAGE,20763,3,1.3,R24,15,"GUILFORD ROAD, 1/8 MILE W OF INTERSECTION OF GUILFORD & VOLLMERHAUSEN ROAD",[TaxMap 47 Parcel 604],R-12,"(39.1503,-76.8176)",POINT (1364014.6795287542 540379.5602002833)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d2,1430,BARTLETT PROPERTY,2014-10-14,2014-11-19,6:00 PM,ELKRIDGE VOLUNTEER FIRE DEPT,6275 OLD WASHINGTON ROAD,ELKRIDGE,21075,2,0.8233,R19,15,S SIDE MONTGOMERY RD W OF RUXTON RD,[TaxMap 37 Parcel 397],R-20,"(39.2107,-76.7561)",POINT (1381431.330075372 562367.9142868202)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d1,1432,THE PARK AT LOCUST THICKET,2014-10-15,2014-11-19,6:00 PM,ELKRIDGE VOLUNTEER FIRE DEPT,6275 OLD WASHINGTON BLVD,ELKRIDGE,21075,387,27.07,R20,15,SW QUADRANT RT 100 & MEADOWRIDGE RD,"[TaxMap 37 Parcel 714],[TaxMap 37 Parcel 724]","POR,R-A-15","(39.2055,-76.7856)",POINT (1373063.6429277398 560449.5826787557)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44d0,1433,CRAWFORD PROPERTY,2014-10-20,2014-11-18,6:30 PM,DAYTON OAKS ELEMENTARY,4691 TEN OAKS ROAD,DAYTON,21036,23,99,R22,15,HAVILAND MILL RD,"[TaxMap 33 Parcel 1],[TaxMap 33 Parcel 52],[TaxMap 34 Parcel 52],[TaxMap 39 Parcel 1],[TaxMap 39 Parcel 52],[TaxMap 40 Parcel 1],[TaxMap 40 Parcel 52]",RR-DEO,"(39.1842,-77.0008)",POINT (1312071.72855898 552710.9182379022)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44cf,1431,CENTENNIAL CHOICE,2014-10-15,2014-11-15,3:30 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21043,3,1.8862,R21,15,W SIDE ST. JOHN'S LN S OF CRESTLEIGH RD,[TaxMap 24 Parcel 370],R-20,"(39.2586,-76.8252)",POINT (1361851.2799893282 579759.4906332325)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44ce,1429,VAN STONE PROPERTY,2014-10-06,2014-11-05,7:30 PM,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,2,2.16,R18,15,W SIDE BETHANY LN BETWEEN GERMAN RD & REED LN,[TaxMap 17 Parcel 106],R-20,"(39.2897,-76.8579)",POINT (1352594.0492429622 591068.4971230049)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44cd,1428,HAMPTON HILLS,2014-10-06,2014-11-05,6:30 PM,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,14,8.48,R17,15,NW SIDE BONNIE BRANCH RD N OF TWIN STREAM DR,[TaxMap 31 Parcel 24],R-20,"(39.241,-76.7813)",POINT (1374291.3630881533 573367.8801072985)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44cc,1425,"TSZ Properties, LLC",2014-09-29,2014-10-29,6:00 p.m.,Ellicott City Senior Center,9401 Frederick Road,Ellicott City,21402,,,C06,15,BALTIMORE NATIONAL PIKE E OF BOONE'S LANE,"[TaxMap 24 Parcel 2],[TaxMap 24 Parcel 758]",R-20,"(39.2825,-76.8702)",POINT (1349100.4655942023 588483.3996690549)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44cb,1427,WESTLAND FARM ESTATES,2014-09-30,2014-10-23,6:00 PM,MAPLE LAWN COMMUNITY CENTER,7600 MAPLE LAWN BLVD,FULTON,20759,12,45.28,R16,15,SW SIDE OF LIME KILN RD NW OF MARLOW RD,"[TaxMap 40 Parcel 28],[TaxMap 45 Parcel 28],[TaxMap 45 Parcel 30]",RR-DEO,"(39.1504,-76.9509)",POINT (1326218.1249763519 540421.5291621927)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44ca,1426,OAK HILL,2014-09-30,2014-10-22,6:00 PM,GEORGE HOWARD BLDG / COLUMBIA-ELLICOTT RM,3430 COURT HOUSE DRIVE,ELLICOTT CITY,21043,8,8.19,R15,15,ILCHESTER S OF BONNIE BRANCH,[TaxMap 31 Parcel 618],R-ED,"(39.2483,-76.7685)",POINT (1377904.9312052578 576011.1810363159)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c9,1424,BRANDON WOODS,2014-09-17,2014-10-17,6:00 PM,GRACE EPISCOPAL CHURCH,6725 MONTGOMERY ROAD,ELKRIDGE,21075,3,2.4,R14,15,TERMINUS OF WHARFF LN,[TaxMap 31 Parcel 315],R-20,"(39.2394,-76.7772)",POINT (1375444.6135523506 572778.1041891929)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c8,1421,"Woodbine Brantly, LLC",2014-09-08,2014-10-09,6:00 P.M.,Lisbon Volunteer Fire Company,1330 Woodbine Road,Lisbon,21797,,,C04,15,N SIDE OLD FREDERICK RD E OF WOODBINE RD,[TaxMap 7 Parcel 478],B-2,"(39.3478,-77.0661)",POINT (1293563.8022503518 612228.7829241902)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c7,1422,Jagannath Temple Project,2014-09-10,2014-10-02,6:00 p.m.,Glenwood Library Meeting Room,2350 Route 97,Glenwood,21723,,,C05,15,MILLERS MILL RD,[TaxMap 14 Parcel 20],RC-DEO,"(39.3153,-77.0282)",POINT (1304315.224984564 600409.3310592901)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c6,1420,ANTWERPEN HYUNDAI,2014-08-27,2014-09-22,6:00 PM,RIVER HILL MEETING ROOM,6330 TROTTER ROAD,CLARKSVILLE,21029,0,3.48,N02,15,TERMINUS OF AUTO DR,[TaxMap 34 Parcel 365],B-2,"(39.2103,-76.9436)",POINT (1328293.3611520715 562195.9888547026)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c5,1419,WARFIELD'S WOODS,2014-08-26,2014-09-18,6:00 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,34,9.13,R13,15,S SIDE OLD FREDERICK RD E OF WOODSTOCK RD,"[TaxMap 10 Parcel 25],[TaxMap 16 Parcel 25]",R-SA-8,"(39.3157,-76.8825)",POINT (1345604.8099742606 600526.3064255975)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c4,1414,CEDAR ACRES - LOT 12,2014-07-30,2014-09-04,6:00 PM,HICKORY RIDGE COMM ASSOC - HAWTHORN CENTER,6175 SUNNY SPRING,COLUMBIA,21044,7,1.84,R08,15,HILLTOP LN ACROSS FROM KATHLEEN CT,[TaxMap 35 Parcel 41],R-SC,"(39.2016,-76.892)",POINT (1342905.776892513 559060.618183367)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c3,1418,Terry's Place,2014-08-13,2014-09-04,6:00 pm,Miller Branch Library (Ellicott Room),9421 Frederick Road,Ellicott City,21042,6,3.03,R12,15,NORTH SIDE OF FREDERICK RD WEST OF CORNNELL LN,[TaxMap 16 Parcel 17],R-20,"(39.2855,-76.8856)",POINT (1344737.2900463492 589544.5971951913)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c2,1417,Cherrytree Park,2014-08-06,2014-09-04,6:00 pm,Cherrytree Park Community Center,8430 Ice Crystal Drive,Scaggsville,20723,160,7.99,R11,15,SE QUADRANT US RT 29 & MD RT 216,[TaxMap 46 Parcel 156],POR-MXD-6,"(39.1416,-76.902)",POINT (1340092.2657063492 537240.3102141917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c1,1412,Calvary Lutheran Church,2014-07-28,2014-09-03,7:00 p.m.,Calvary Lutheran Church,16151 Old Frederick Road,Mount Airy,21771,,,C03,15,S SIDE MD RT 99 OPPOSITE PATAPSCO OVERLOOK CT,"[TaxMap 2 Parcel 92],[TaxMap 7 Parcel 92]",RC-DEO,"(39.3488,-77.0759)",POINT (1290788.9741043523 612572.0694681928)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44c0,1416,Buch Property Apartments,2014-08-04,2014-08-28,6:00 pm,North Laurel Community Center,9411 Whiskey Bottom Road,Laurel,20723,283,6.085,R10,15,JOHNS HOPKINS RD,[TaxMap 46 Parcel 126],R-APT,"(39.1485,-76.8991)",POINT (1340917.6905126013 539754.4023216348)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44bf,1413,5814 Bellanca Drive,2014-07-30,2014-08-28,6:00 pm,Elkridge Volunteer Fire Department,6275 Old Washington Blvd.,Elkridge,21075,1,0.6,R07,15,BELLANCA DR ACROSS FROM GARDENVIEW DR,[TaxMap 37 Parcel 641],R-20,"(39.2116,-76.7662)",POINT (1378559.2454923503 562700.9713281915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44be,1411,CASH PROPERTY,2014-07-24,2014-08-27,6:00 PM,KAHLER HALL,5440 TUCKER ROW,COLUMBIA,21044,4,52.2,R06,15,SE QUADRANT CARROLL MILL RD & FOLLY QUARTER RD,[TaxMap 23 Parcel 30],RC-DEO,"(39.263,-76.9216)",POINT (1334526.4830147512 581374.4162895121)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44bd,1410,ROVER MILL ESTATES,2014-07-24,2014-08-26,6:00 PM,SHEPHERD OF THE GLEN LUTHERAN CHURCH,14551 BURNTWOODS ROAD,GLENWOOD,21738,2,6.61,R05,15,DANMARK DR AT ROVER MILL,[TaxMap 15 Parcel 233],RR-DEO,"(39.2933,-77.0019)",POINT (1311762.3537281714 592387.5431082901)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44bc,1415,DOVES FLY,2014-08-01,2014-08-26,6:00 PM,COMMUNITY CENTER AT MAPLE LAWN FARMS - MAIN HALL,7600 MAPLE LAWN BLVD,FULTON,20759,17,8.2,R09,15,TERMINUS OF DOVES FLY WAY,[TaxMap 47 Parcel 126],R-20,"(39.1351,-76.8699)",POINT (1349180.1195747443 534846.6063158512)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44bb,1407,GRACE EPISCOPAL CHURCH,2014-07-11,2014-08-20,6:00 PM,GRACE EPISCOPAL CHURCH,6725 MONTGOMERY ROAD,ELKRIDGE,21075,4,4.04,R04,15,NE OF MONTGOMERY RD & LANDING RD,[TaxMap 37 Parcel 431],R-ED,"(39.212,-76.748)",POINT (1383742.174420353 562833.340292193)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44ba,1409,WILDE LAKE MIDDLE SCHOOL,2014-07-24,2014-08-19,6:30 PM,WILDE LAKE MIDDLE SCHOOL,10481 CROSS FOX LANE,COLUMBIA,21044,0,52.3,N01,15,S SIDE CROSS FOX LN,"[TaxMap 29 Parcel 280],[TaxMap 35 Parcel 280]",NT,"(39.2186,-76.8765)",POINT (1347307.404162135 565212.4215594493)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b9,1408,Highs of Baltimore,2014-07-11,2014-08-18,6:00 P.M.,Lisbon Volunteer Fire Dept. Fire Hall,1330 Woodbine Road,Woodbine,21797,,,C02,15,TERMINUS OF LISBON CENTER DR,[TaxMap 2 Parcel 82],RC-DEO,"(39.3505,-77.0653)",POINT (1293809.8949345686 613207.6361292992)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b8,1406,"MILL HAVEN, LOTS 5-7",2014-07-09,2014-08-06,6:00 PM,OAKLAND MILLS INTERFAITH CENTER,5885 ROBERT OLIVER PLACE,COLUMBIA,21045,3,1.36,R03,15,SW SIDE OAKLAND MILLS RD N OF SHADOW FALL TER,[TaxMap 36 Parcel 2],R-12,"(39.2161,-76.8394)",POINT (1357838.2992083505 564305.7631911915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b7,1404,Crossroads Church of the Nazarene,2014-06-16,2014-07-10,7:00 P.M.,Crossroads Church of the Nararene,2750 Rogers Avenue,Ellicott City,21043,,,C01,15,SW SIDE OF ROGERS AVE OPPOSITE OLD FREDERICK RD,"[TaxMap 17 Parcel 86],[TaxMap 17 Parcel 87]",R-20,"(39.2981,-76.8137)",POINT (1365115.0316643529 594121.508681193)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b6,1403,MILLARD TAYLOR PROPERTY,2014-06-16,2014-07-08,6:00 PM,LISBON VOLUNTEER FIRE CO.,1330 WOODBINE ROAD,LISBON,21797,2,6.68,R01,15,HOODS MILL RD,[TaxMap 8 Parcel 221],RC-DEO,"(39.3381,-77.0116)",POINT (1309026.2464153022 608689.9350102041)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b5,1394,PINE ACRES,2014-05-07,2014-07-03,6:00 PM,ELKRIDGE LIBRARY,6540 WASHINGTON BLVD.,ELKRIDGE,21075,21,6,R69,14,MONTGOMERY RD AT PARKVIEW CT,"[TaxMap 37 Parcel 49],[TaxMap 37 Parcel 50]",R-20,"(39.2139,-76.7645)",POINT (1379058.5335894488 563501.5231621973)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b4,1402,SIENA CORPORATION,2014-06-04,2014-07-01,6:00 PM,ELLICOTT CITY VOLUNTEER FIRE DEPT,4150 MONTGOMERY ROAD,ELLICOTT CITY,21043,0,1.5475,N10,14,RED BRANCH RD AT RT 108,[TaxMap 30 Parcel 269],NT,"(39.227,-76.8196)",POINT (1363428.7529103868 568268.1756304186)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b3,1401,ST. CHARLES WOODS,2014-06-04,2014-06-26,6:00 PM,MILLER LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,23,15,R75,14,BALTIMORE NATIONAL PIKE AT TURF VALLEY RD,[TaxMap 16 Parcel 248],R-ED,"(39.2894,-76.8918)",POINT (1342965.6079258882 590982.9232760314)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b2,1400,HODDINOTT PROPERTY,2014-06-04,2014-06-26,6:30 PM,ROBINSON NATURE CENTER (AUDOTORIUM),6692 CEDAR LANE,COLUMBIA,21044,150,89.95,R74,14,W SIDE GUILFORD RD AT CLARKSVILLE PIKE,"[TaxMap 34 Parcel 88],[TaxMap 34 Parcel 97]",R-ED,"(39.1991,-76.9409)",POINT (1329063.9092317596 558126.2591699846)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b1,1399,MPEA IMPROVEMENTS,2014-06-03,2014-06-25,6:00 PM,5TH DISTRICT VOLUNTEER FIRE DEPT,5000 SIGNAL BELL LANE,CLARKSVILLE,21029,0,2.35,N09,14,E SIDE TROTTER RD N OF SOUTH WIND CIRCLE,[TaxMap 35 Parcel 512],NT,"(39.2044,-76.9114)",POINT (1337407.3609399572 560049.149471568)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44b0,1398,"RESUBD OF SUNSET PLAINS, LOT 3A",2014-06-02,2014-06-23,6:30 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,2,1.03,R73,14,SUNSET DR AT WATERLOO RD,[TaxMap 31 Parcel 478],R-20,"(39.2303,-76.8008)",POINT (1368765.2390334606 569489.1659598462)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44af,1397,TOLL HOUSE TOWNHOMES,2014-05-22,2014-06-18,6:30 PM,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,67,38.08,R72,14,S SIDE FREDERICK RD W OF HILL ST,"[TaxMap 24 Parcel 1183],[TaxMap 25 Parcel 1183]",R-ED,"(39.2677,-76.8057)",POINT (1367372.2298690826 583100.4591559842)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-44ae,1373,NELSON HOUSE,2014-05-09,2014-06-12,6:00 PM,ELKRIDGE LIBRARY,6540 WASHINGTON BLVD.,ELKRIDGE,21075,0,0.25,N07,14,LARK BROWN RD,[TaxMap 37 Parcel 383],M-1,"(39.1884,-76.7934)",POINT (1370874.8211431801 554254.3405013494)
